"An active mapping already exists for Channel '{0}', Type '{1}', and External ID '{2}'{3} (mapped to {4} '{5}').","Ya existe un mapeo activo para el Canal '{0}', Tipo '{1}' e ID Externo '{2}'{3} (mapeado a {4} '{5}')."
"An active mapping already exists for Channel '{0}', Type '{1}', and ERP Document {2} '{3}' (mapped to External ID '{4}').","Ya existe un mapeo activo para el Canal '{0}', Tipo '{1}' y Documento ERP {2} '{3}' (mapeado al ID Externo '{4}')."
Event ID is immutable and cannot be modified.,El ID de Evento es inmutable y no puede modificarse.
An event cannot be a replay of itself.,Un evento no puede ser un replay de sí mismo.
Field 'replay_of' is immutable and cannot be modified.,El campo 'replay_of' es inmutable y no puede modificarse.
Invalid Integration Event state transition from '{0}' to '{1}'.,Transición de estado de Evento de Integración inválida de '{0}' a '{1}'.
"Idempotency violation: An active Integration Event already exists for Provider '{0}', Channel '{1}', Type '{2}', Operation '{3}', and Key '{4}' (Event ID: {5}, Status: {6}).","Violación de idempotencia: Ya existe un Evento de Integración para el Proveedor '{0}', Canal '{1}', Tipo '{2}', Operación '{3}' y Clave '{4}' (ID de Evento: {5}, Estado: {6})."
Processing token is required to mutate state for event '{0}'.,Se requiere el token de procesamiento para modificar el estado del evento '{0}'.
Cannot mutate event '{0}' with status '{1}'. Event is not in PROCESSING state.,No se puede modificar el evento '{0}' con estado '{1}'. El evento no está en estado PROCESANDO.
Fencing violation: Stale worker with token '{0}' has lost lease on event '{1}'.,Violación de arriendo: El trabajador inactivo con token '{0}' ha perdido el arriendo sobre el evento '{1}'.
Processing lease expired (worker timeout). Recovered by system.,El arriendo de procesamiento ha expirado (tiempo límite de trabajador). Recuperado por el sistema.
Cannot replay event '{0}'. Only terminal events ({1}) can be replayed.,No se puede reintentar el evento '{0}'. Solo eventos terminales ({1}) pueden ser objeto de replay.
Cancelled: {0},Cancelado: {0}
Invalid Transaction Origin '{0}'. Allowed values: {1},Origen de Transacción '{0}' inválido. Valores permitidos: {1}
Selected Sales Channel '{0}' is inactive.,El Canal de Ventas seleccionado '{0}' está inactivo.
"Sales Channel '{0}' belongs to Company '{1}', which does not match Document Company '{2}'.","El Canal de Ventas '{0}' pertenece a la Compañía '{1}', que no coincide con la Compañía del Documento '{2}'."
Sales Channel cannot be modified on a submitted {0}.,El Canal de Ventas no puede modificarse en un {0} validado.
Transaction Origin cannot be modified on a submitted {0}.,El Origen de Transacción no puede modificarse en un {0} validado.
Commercial Homogeneity Violation: Delivery Note combines items from multiple Sales Channels ({0}). A Delivery Note must belong to a single homogeneous Sales Channel.,Violación de Homogeneidad Comercial: El Albarán de Entrega combina artículos de múltiples Canales de Venta ({0}). Debe pertenecer a un único Canal de Ventas homogéneo.
Commercial Homogeneity Violation: Sales Invoice combines items from multiple Sales Channels ({0}). A Sales Invoice must belong to a single homogeneous Sales Channel.,Violación de Homogeneidad Comercial: La Factura de Venta combina artículos de múltiples Canales de Venta ({0}). Debe pertenecer a un único Canal de Ventas homogéneo.
