"An active mapping already exists for Channel '{0}', Type '{1}', and External ID '{2}'{3} (mapped to {4} '{5}').","Ya existe un mapeo activo para el Canal '{0}', Tipo '{1}' e ID Externo '{2}'{3} (mapeado a {4} '{5}')."
"An active mapping already exists for Channel '{0}', Type '{1}', and ERP Document {2} '{3}' (mapped to External ID '{4}').","Ya existe un mapeo activo para el Canal '{0}', Tipo '{1}' y Documento ERP {2} '{3}' (mapeado al ID Externo '{4}')."
Event ID is immutable and cannot be modified.,El ID de Evento es inmutable y no puede modificarse.
An event cannot be a replay of itself.,Un evento no puede ser un replay de sí mismo.
Field 'replay_of' is immutable and cannot be modified.,El campo 'replay_of' es inmutable y no puede modificarse.
Invalid Integration Event state transition from '{0}' to '{1}'.,Transición de estado de Evento de Integración inválida de '{0}' a '{1}'.
"Idempotency violation: An active Integration Event already exists for Provider '{0}', Channel '{1}', Type '{2}', Operation '{3}', and Key '{4}' (Event ID: {5}, Status: {6}).","Violación de idempotencia: Ya existe un Evento de Integración para el Proveedor '{0}', Canal '{1}', Tipo '{2}', Operación '{3}' y Clave '{4}' (ID de Evento: {5}, Estado: {6})."
Processing token is required to mutate state for event '{0}'.,Se requiere el token de procesamiento para modificar el estado del evento '{0}'.
Cannot mutate event '{0}' with status '{1}'. Event is not in PROCESSING state.,No se puede modificar el evento '{0}' con estado '{1}'. El evento no está en estado PROCESANDO.
Fencing violation: Stale worker with token '{0}' has lost lease on event '{1}'.,Violación de arriendo: El trabajador inactivo con token '{0}' ha perdido el arriendo sobre el evento '{1}'.
Processing lease expired (worker timeout). Recovered by system.,El arriendo de procesamiento ha expirado (tiempo límite de trabajador). Recuperado por el sistema.
Cannot replay event '{0}'. Only terminal events ({1}) can be replayed.,No se puede reintentar el evento '{0}'. Solo eventos terminales ({1}) pueden ser objeto de replay.
Cancelled: {0},Cancelado: {0}
Invalid Transaction Origin '{0}'. Allowed values: {1},Origen de Transacción '{0}' inválido. Valores permitidos: {1}
Selected Sales Channel '{0}' is inactive.,El Canal de Ventas seleccionado '{0}' está inactivo.
"Sales Channel '{0}' belongs to Company '{1}', which does not match Document Company '{2}'.","El Canal de Ventas '{0}' pertenece a la Compañía '{1}', que no coincide con la Compañía del Documento '{2}'."
Sales Channel cannot be modified on a submitted {0}.,El Canal de Ventas no puede modificarse en un {0} validado.
Transaction Origin cannot be modified on a submitted {0}.,El Origen de Transacción no puede modificarse en un {0} validado.
Commercial Homogeneity Violation: Delivery Note combines items from multiple Sales Channels ({0}). A Delivery Note must belong to a single homogeneous Sales Channel.,Violación de Homogeneidad Comercial: El Albarán de Entrega combina artículos de múltiples Canales de Venta ({0}). Debe pertenecer a un único Canal de Ventas homogéneo.
Commercial Homogeneity Violation: Sales Invoice combines items from multiple Sales Channels ({0}). A Sales Invoice must belong to a single homogeneous Sales Channel.,Violación de Homogeneidad Comercial: La Factura de Venta combina artículos de múltiples Canales de Venta ({0}). Debe pertenecer a un único Canal de Ventas homogéneo.
PrestaShop Connector,Conector PrestaShop
Credential Reference is required.,Se requiere la Referencia de Credenciales.
Write operations are strictly disabled in Phase 1D (Read-Only connector core).,Las operaciones de escritura están estrictamente deshabilitadas en la Fase 1D (núcleo de conector de solo lectura).
"Credential Reference appears to be a raw API key. Do NOT store raw credentials in PrestaShop Connector. Provide a reference key name (e.g. TEST_PRESTASHOP_KEY) to resolve from secure configuration.","La Referencia de Credenciales parece ser una clave API sin procesar. NO almacene credenciales en texto plano en el Conector PrestaShop. Proporcione un nombre de clave de referencia (ej. TEST_PRESTASHOP_KEY) para resolver desde una configuración segura."
"Could not resolve API credential for reference '{0}'. Ensure it is configured in site_config.json or environment variables.","No se pudo resolver la credencial API para la referencia '{0}'. Asegúrese de que esté configurada en site_config.json o variables de entorno."
Sales Channel '{0}' does not exist.,El Canal de Ventas '{0}' no existe.
No active PrestaShop Connector found for Sales Channel '{0}'.,No se encontró ningún Conector PrestaShop activo para el Canal de Ventas '{0}'.
Unsupported entity type '{0}' for PrestaShop read synchronization.,Tipo de entidad '{0}' no compatible para la sincronización de lectura de PrestaShop.
CRITICAL SAFETY VIOLATION: Production operations are permanently disabled in Phase 1D.,VIOLACIÓN CRÍTICA DE SEGURIDAD: Las operaciones en producción están permanentemente deshabilitadas en la Fase 1D.
Base URL is required to validate connector target.,La URL base es requerida para validar el destino del conector.
Last Health Check At,Último Chequeo de Salud En
Last Health Check Status,Estado del Último Chequeo de Salud
Read Enabled,Lectura Habilitada
Write Enabled,Escritura Habilitada
Webhook Enabled,Webhook Habilitado
Timeout Seconds,Segundos de Espera
Verify TLS,Verificar TLS
"A PrestaShop Connector already exists for Sales Channel '{0}' and Environment '{1}' ({2}).","Ya existe un Conector PrestaShop para el Canal de Ventas '{0}' y Entorno '{1}' ({2})."
"Only one active PrestaShop Connector is permitted for Sales Channel '{0}'. Connector '{1}' is already active.","Solo se permite un Conector PrestaShop activo para el Canal de Ventas '{0}'. El Conector '{1}' ya está activo."
Category Import Error: {0},Error al importar categoría: {0}
Attribute Import Error: {0},Error al importar atributo: {0}
Product Import Error: {0},Error al importar producto: {0}
Variant Import Error: {0},Error al importar variante: {0}

"Channel Category","Categoría de Canal"
"Item Channel Category Item","Elemento de Categoría de Canal de Artículo"
"Item Media Asset","Activo Multimedia de Artículo"
"Item Channel Media","Multimedia de Canal de Artículo"
"Item Channel Localized Content","Contenido Localizado de Canal de Artículo"
"Item Channel Presentation","Presentación de Canal de Artículo"
"Active Presentation Key","Clave de Presentación Activa"
"Master Item","Artículo Maestro"
"Publication Status","Estado de Publicación"
"Channel Item Name (Default/EN)","Nombre del Artículo en Canal (Predeterminado/EN)"
"Channel Slug / URL Key","Slug / Clave URL de Canal"
"Channel Presentation Content","Contenido de Presentación de Canal"
"Channel Short Description","Descripción Corta de Canal"
"Channel Long Description","Descripción Larga de Canal"
"Channel Meta Title","Título Meta de Canal"
"Channel Meta Description","Descripción Meta de Canal"
"Channel Meta Keywords","Palabras Clave Meta de Canal"
"Channel Navigation Categories","Categorías de Navegación de Canal"
"Storefront Categories","Categorías de Tienda"
"Channel Media Selection","Selección Multimedia de Canal"
"Channel Media Items","Elementos Multimedia de Canal"
"Multilingual Marketing Content","Contenido de Marketing Multilingüe"
"Localized Content","Contenido Localizado"
"Media Asset","Activo Multimedia"
"Is Cover Image","Es Imagen de Portada"
"Display Order","Orden de Visualización"
"Channel Alt Text","Texto Alternativo de Canal"
"Localized Channel Item Name","Nombre Localizado del Artículo en Canal"
"Localized Short Description","Descripción Corta Localizada"
"Localized Description","Descripción Localizada"
"Localized Meta Title","Título Meta Localizado"
"Localized Meta Description","Descripción Meta Localizada"
"Asset Title","Título del Activo"
"File URL / Attachment","URL del Archivo / Adjunto"
"MIME Type","Tipo MIME"
"File Size (Bytes)","Tamaño de Archivo (Bytes)"
"Content Hash (SHA-256)","Hash de Contenido (SHA-256)"
"Default Alt Text","Texto Alternativo Predeterminado"
"Category Name","Nombre de Categoría"
"Channel Slug","Slug de Canal"
"Parent Channel Category","Categoría de Canal Superior"
"Is Group","Es Grupo"
"Channel Description","Descripción de Canal"
"Is Primary Category","Es Categoría Principal"
"An Item Channel Presentation can have at most one cover image.","Una Presentación de Canal de Artículo puede tener como máximo una imagen de portada."
"Only one channel category can be designated as primary.","Solo una categoría de canal puede designarse como principal."
"Channel category {0} cannot be added multiple times.","La categoría de canal {0} no se puede agregar varias veces."
"Channel Category Localized Content","Contenido Localizado de Categoría de Canal"
"Category Key","Clave de Categoría"
"Channel Alt Text (Spanish)","Texto Alternativo de Canal (Español)"
"Localized Category Name","Nombre de Categoría Localizado"
"Localized Category Slug","Slug de Categoría Localizado"
"Duplicate language code '{0}' found in localized content.","Se encontró un código de idioma duplicado '{0}' en el contenido localizado."
"Cannot add duplicate language '{0}' for presentation {1}","No se puede agregar el idioma duplicado '{0}' para la presentación {1}"
"Cannot add duplicate language '{0}' for category {1}","No se puede agregar el idioma duplicado '{0}' para la categoría {1}"
"Item Channel Presentation for Item '{0}' and Channel '{1}' already exists: {2}","La Presentación de Canal de Artículo para el Artículo '{0}' y Canal '{1}' ya existe: {2}"
"Item Channel Media Localized Content","Contenido Localizado de Medios de Canal de Artículo"
"Localized Media Content","Contenido Localizado de Medios"
"Provider / Connector","Proveedor / Conector"
"Duplicate localized media content for language '{0}' on media asset '{1}'.","Contenido localizado de medios duplicado para el idioma '{0}' en el activo de medios '{1}'."
"Language '{0}' does not exist in Frappe.","El idioma '{0}' no existe en Frappe."
"Channel Inventory Source","Fuente de Inventario del Canal"
"Warehouse is required.","El almacén es obligatorio."
"Sales Channel is required.","El canal de ventas es obligatorio."
"Warehouse {0} does not belong to any Company.","El almacén {0} no pertenece a ninguna Empresa."
"Sales Channel {0} does not belong to any Company.","El canal de ventas {0} no pertenece a ninguna Empresa."
"Company mismatch: Sales Channel '{0}' belongs to '{1}', but Warehouse '{2}' belongs to '{3}'. Cross-company inventory sourcing is not permitted.","Discrepancia de empresa: El canal de ventas '{0}' pertenece a '{1}', pero el almacén '{2}' pertenece a '{3}'. No se permite el abastecimiento de inventario entre empresas."
"Inventory Sourcing Rules","Reglas de Abastecimiento de Inventario"
"Allow Sellable Stock","Permitir Stock Vendible"
"Allow Fulfillment","Permitir Cumplimiento"
"Unique Source Key","Clave Única de Fuente"
"Actual Quantity","Cantidad Real"
"Reserved Quantity","Cantidad Reservada"
"Ordered Quantity","Cantidad Pedida"
"Requested Quantity","Cantidad Solicitada"
"Planned Quantity","Cantidad Planificada"
"Projected Quantity","Cantidad Proyectada"
"Inventory Snapshot","Instantánea de Inventario"
"Non-Sellable","No Vendible"
"Inventory Migration Batch","Lote de Migración de Inventario"
"Inventory Migration Row","Fila de Migración de Inventario"
"Batch Identifier","Identificador de Lote"
"Source System","Sistema de Origen"
"Source Record ID","ID de Registro de Origen"
"Input Hash (SHA-256)","Hash de Entrada (SHA-256)"
"Total Rows","Total de Filas"
"Valid Rows","Filas Válidas"
"Error Rows","Filas con Error"
"Application Execution","Ejecución de Aplicación"
"Applied Stock Reconciliation","Reconciliación de Stock Aplicada"
"Applied By","Aplicado Por"
"Applied At","Aplicado En"
"Notes / Source Metadata","Notas / Metadatos de Origen"
"Resolution & Validation","Resolución y Validación"
"Resolved Item","Artículo Resuelto"
"Resolved Warehouse","Almacén Resuelto"
"Validation Error","Error de Validación"
"Unique Row Key","Clave Única de Fila"
"Valuation Rate","Tasa de Valoración"
"Inventory Value","Valor de Inventario"
"Source Quantity","Cantidad de Origen"
"Current Quantity","Cantidad Actual"
"Proposed Quantity","Cantidad Propuesta"
"Adjustment Delta","Delta de Ajuste"
"Reconciliation Preview","Vista Previa de Reconciliación"
"Applied inventory migration batch cannot change status.","El lote de migración de inventario aplicado no puede cambiar de estado."
"Cannot modify input_hash of an applied migration batch.","No se puede modificar el input_hash de un lote de migración aplicado."
"Cannot modify company of an applied migration batch.","No se puede modificar la empresa de un lote de migración aplicado."
"Opening Difference Account","Cuenta de Diferencia de Apertura"
"Validation Snapshot Hash (SHA-256)","Hash de Snapshot de Validación (SHA-256)"
"Target Inventory Value","Valor de Inventario Objetivo"
"Current Inventory Value","Valor de Inventario Actual"
"Estimated Adjustment Value","Valor Estimado del Ajuste"
"Cannot modify opening difference account of an applied migration batch.","No se puede modificar la cuenta de diferencia de apertura de un lote de migración aplicado."
"Cannot modify validation snapshot hash of an applied migration batch.","No se puede modificar el hash del snapshot de validación de un lote de migración aplicado."

